@LastModified,@Name,@Path,Task.@version,Task.@xmlns:ns0,Task.Actions.@Context,Task.Actions.ComHandler.ClassId,Task.Actions.ComHandler.Data,Task.Actions.Exec,Task.Actions.Exec.@id,Task.Actions.Exec.Arguments,Task.Actions.Exec.Command,Task.Actions.Exec.WorkingDirectory,Task.Principals.Principal.@id,Task.Principals.Principal.GroupId,Task.Principals.Principal.LogonType,Task.Principals.Principal.RunLevel,Task.Principals.Principal.UserId,Task.RegistrationInfo.Author,Task.RegistrationInfo.Date,Task.RegistrationInfo.Description,Task.RegistrationInfo.SecurityDescriptor,Task.RegistrationInfo.Source,Task.RegistrationInfo.URI,Task.RegistrationInfo.Version,Task.Settings.AllowHardTerminate,Task.Settings.AllowStartOnDemand,Task.Settings.DisallowStartIfOnBatteries,Task.Settings.DisallowStartOnRemoteAppSession,Task.Settings.Enabled,Task.Settings.ExecutionTimeLimit,Task.Settings.Hidden,Task.Settings.IdleSettings.Duration,Task.Settings.IdleSettings.RestartOnIdle,Task.Settings.IdleSettings.StopOnIdleEnd,Task.Settings.IdleSettings.WaitTimeout,Task.Settings.MaintenanceSettings.Deadline,Task.Settings.MaintenanceSettings.Exclusive,Task.Settings.MaintenanceSettings.Period,Task.Settings.MultipleInstancesPolicy,Task.Settings.Priority,Task.Settings.RestartOnFailure.Count,Task.Settings.RestartOnFailure.Interval,Task.Settings.RunOnlyIfIdle,Task.Settings.RunOnlyIfNetworkAvailable,Task.Settings.StartWhenAvailable,Task.Settings.StopIfGoingOnBatteries,Task.Settings.UseUnifiedSchedulingEngine,Task.Settings.WakeToRun,Task.Triggers,Task.Triggers.BootTrigger,Task.Triggers.BootTrigger.@id,Task.Triggers.BootTrigger.Delay,Task.Triggers.BootTrigger.Enabled,Task.Triggers.BootTrigger.EndBoundary,Task.Triggers.BootTrigger.Repetition.Interval,Task.Triggers.CalendarTrigger,Task.Triggers.CalendarTrigger.@id,Task.Triggers.CalendarTrigger.Enabled,Task.Triggers.CalendarTrigger.EndBoundary,Task.Triggers.CalendarTrigger.RandomDelay,Task.Triggers.CalendarTrigger.Repetition.Duration,Task.Triggers.CalendarTrigger.Repetition.Interval,Task.Triggers.CalendarTrigger.Repetition.StopAtDurationEnd,Task.Triggers.CalendarTrigger.ScheduleByDay.DaysInterval,Task.Triggers.CalendarTrigger.ScheduleByMonth.DaysOfMonth.Day,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.April,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.August,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.December,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.February,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.January,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.July,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.June,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.March,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.May,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.November,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.October,Task.Triggers.CalendarTrigger.ScheduleByMonth.Months.September,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Friday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Monday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Saturday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Sunday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Thursday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Tuesday,Task.Triggers.CalendarTrigger.ScheduleByWeek.DaysOfWeek.Wednesday,Task.Triggers.CalendarTrigger.ScheduleByWeek.WeeksInterval,Task.Triggers.CalendarTrigger.StartBoundary,Task.Triggers.EventTrigger,Task.Triggers.EventTrigger.@id,Task.Triggers.EventTrigger.Delay,Task.Triggers.EventTrigger.Enabled,Task.Triggers.EventTrigger.ExecutionTimeLimit,Task.Triggers.EventTrigger.Repetition.Duration,Task.Triggers.EventTrigger.Repetition.Interval,Task.Triggers.EventTrigger.StartBoundary,Task.Triggers.EventTrigger.Subscription,Task.Triggers.IdleTrigger,Task.Triggers.IdleTrigger.@id,Task.Triggers.IdleTrigger.Enabled,Task.Triggers.IdleTrigger.ExecutionTimeLimit,Task.Triggers.LogonTrigger,Task.Triggers.LogonTrigger.@id,Task.Triggers.LogonTrigger.Delay,Task.Triggers.LogonTrigger.Enabled,Task.Triggers.LogonTrigger.EndBoundary,Task.Triggers.LogonTrigger.ExecutionTimeLimit,Task.Triggers.LogonTrigger.Repetition.Interval,Task.Triggers.LogonTrigger.Repetition.StopAtDurationEnd,Task.Triggers.LogonTrigger.StartBoundary,Task.Triggers.LogonTrigger.UserId,Task.Triggers.RegistrationTrigger,Task.Triggers.RegistrationTrigger.Delay,Task.Triggers.SessionStateChangeTrigger,Task.Triggers.SessionStateChangeTrigger.@id,Task.Triggers.SessionStateChangeTrigger.Delay,Task.Triggers.SessionStateChangeTrigger.Enabled,Task.Triggers.SessionStateChangeTrigger.ExecutionTimeLimit,Task.Triggers.SessionStateChangeTrigger.StateChange,Task.Triggers.TimeTrigger,Task.Triggers.TimeTrigger.@id,Task.Triggers.TimeTrigger.Enabled,Task.Triggers.TimeTrigger.RandomDelay,Task.Triggers.TimeTrigger.Repetition.Interval,Task.Triggers.TimeTrigger.Repetition.StopAtDurationEnd,Task.Triggers.TimeTrigger.StartBoundary,Task.Triggers.WnfStateChangeTrigger,Task.Triggers.WnfStateChangeTrigger.@id,Task.Triggers.WnfStateChangeTrigger.Data,Task.Triggers.WnfStateChangeTrigger.DataOffset,Task.Triggers.WnfStateChangeTrigger.Delay,Task.Triggers.WnfStateChangeTrigger.Enabled,Task.Triggers.WnfStateChangeTrigger.StateName
2023-06-05 14:02:22,NvProfileUpdaterOnLogon_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},C:\Windows\System32\Tasks\NvProfileUpdaterOnLogon_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,,C:\Program Files\NVIDIA Corporation\Update Core\NvProfileUpdater64.exe,C:\Program Files\NVIDIA Corporation\Update Core,Author,S-1-5-32-545,,LeastPrivilege,,NVIDIA Corporation,,NVIDIA Profile Updater,,,\NvProfileUpdaterOnLogon_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},,true,true,false,,true,PT72H,false,PT10M,false,false,PT1H,,,,IgnoreNew,7,,,false,false,true,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NvProfileUpdaterOnLogon_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},PT2M,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05 14:02:23,NvTmRep_CrashReport1_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},C:\Windows\System32\Tasks\NvTmRep_CrashReport1_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,,C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,C:\Program Files\NVIDIA Corporation\NvBackend,Author,S-1-5-32-545,,LeastPrivilege,,NVIDIA Corporation,,NVIDIA crash reporter,,,\NvTmRep_CrashReport1_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},,true,true,false,,true,PT72H,false,PT10M,false,false,PT1H,,,,IgnoreNew,7,,,false,false,true,false,,false,,,,,,,,,NvTmRep_CrashReport1_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},true,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2023-06-05T12:25:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05 14:02:23,NvTmRep_CrashReport2_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},C:\Windows\System32\Tasks\NvTmRep_CrashReport2_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,,C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,C:\Program Files\NVIDIA Corporation\NvBackend,Author,S-1-5-32-545,,LeastPrivilege,,NVIDIA Corporation,,NVIDIA crash reporter,,,\NvTmRep_CrashReport2_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},,true,true,false,,true,PT72H,false,PT10M,false,false,PT1H,,,,IgnoreNew,7,,,false,false,true,false,,false,,,,,,,,,NvTmRep_CrashReport2_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},true,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2023-06-05T18:25:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05 14:02:23,NvTmRep_CrashReport3_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},C:\Windows\System32\Tasks\NvTmRep_CrashReport3_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,,C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,C:\Program Files\NVIDIA Corporation\NvBackend,Author,S-1-5-32-545,,LeastPrivilege,,NVIDIA Corporation,,NVIDIA crash reporter,,,\NvTmRep_CrashReport3_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},,true,true,false,,true,PT72H,false,PT10M,false,false,PT1H,,,,IgnoreNew,7,,,false,false,true,false,,false,,,,,,,,,NvTmRep_CrashReport3_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},true,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2023-06-05T00:25:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05 14:02:23,NvTmRep_CrashReport4_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},C:\Windows\System32\Tasks\NvTmRep_CrashReport4_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,,C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,C:\Program Files\NVIDIA Corporation\NvBackend,Author,S-1-5-32-545,,LeastPrivilege,,NVIDIA Corporation,,NVIDIA crash reporter,,,\NvTmRep_CrashReport4_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},,true,true,false,,true,PT72H,false,PT10M,false,false,PT1H,,,,IgnoreNew,7,,,false,false,true,false,,false,,,,,,,,,NvTmRep_CrashReport4_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},true,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2023-06-05T06:25:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05 14:02:31,nWizard_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},C:\Windows\System32\Tasks\nWizard_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,/installquiet,C:\Program Files\NVIDIA Corporation\nview\nwiz.exe,C:\Program Files\NVIDIA Corporation\nview,Author,S-1-5-32-545,,LeastPrivilege,,NVIDIA Corporation,,NVIDIA NView Wizard,,,\nWizard_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},,true,true,false,,true,PT72H,false,PT10M,false,false,PT1H,,,,IgnoreNew,7,,,false,false,true,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nWizard_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-12 18:23:29,OneDrive Per-Machine Standalone Update Task,C:\Windows\System32\Tasks\OneDrive Per-Machine Standalone Update Task,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,,C:\Program Files\Microsoft OneDrive\OneDriveStandaloneUpdater.exe,,Author,,,HighestAvailable,SYSTEM,Microsoft Corporation,,,,,\OneDrive Per-Machine Standalone Update Task,,true,true,false,,true,P1D,false,,,,,,,,IgnoreNew,7,,,false,true,true,true,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,PT4H,P1D,false,1992-05-01T14:00:00,,,,,,,
2024-03-12 18:23:29,OneDrive Reporting Task-S-1-5-21-2820328783-3903509419-2346214745-1001,C:\Windows\System32\Tasks\OneDrive Reporting Task-S-1-5-21-2820328783-3903509419-2346214745-1001,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,/reporting,C:\Program Files\Microsoft OneDrive\OneDriveStandaloneUpdater.exe,,Author,,InteractiveToken,LeastPrivilege,S-1-5-21-2820328783-3903509419-2346214745-1001,Microsoft Corporation,,,,,\OneDrive Reporting Task-S-1-5-21-2820328783-3903509419-2346214745-1001,,true,true,false,,true,PT2H,false,,,,,,,,IgnoreNew,7,2,PT30M,false,true,true,true,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,P1D,false,2024-03-11T15:23:29,,,,,,,
2024-03-12 18:23:29,OneDrive Reporting Task-S-1-5-21-2820328783-3903509419-2346214745-1003,C:\Windows\System32\Tasks\OneDrive Reporting Task-S-1-5-21-2820328783-3903509419-2346214745-1003,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,/reporting,C:\Program Files\Microsoft OneDrive\OneDriveStandaloneUpdater.exe,,Author,,InteractiveToken,LeastPrivilege,S-1-5-21-2820328783-3903509419-2346214745-1003,Microsoft Corporation,,,,,\OneDrive Reporting Task-S-1-5-21-2820328783-3903509419-2346214745-1003,,true,true,false,,true,PT2H,false,,,,,,,,IgnoreNew,7,2,PT30M,false,true,true,true,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,P1D,false,2024-03-11T15:23:29,,,,,,,
2023-03-06 19:40:28,RtkAudUService64_BG,C:\Windows\System32\Tasks\RtkAudUService64_BG,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,-background,"""""C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_ed3f04e1261e4822\RtkAudUService64.exe""""",,Author,S-1-5-32-545,,LeastPrivilege,,Realtek,2010-07-30T20:43:10,,,,\RtkAudUService64_BG,,true,true,false,,true,PT0S,false,PT10M,false,false,PT1H,,,,Parallel,7,,,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT0M30S,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 05:32:49,GoogleUpdaterTaskSystem124.0.6342.2{D67AA252-6091-4367-9343-4A9640A2E3BD},C:\Windows\System32\Tasks\GoogleSystem\GoogleUpdater\GoogleUpdaterTaskSystem124.0.6342.2{D67AA252-6091-4367-9343-4A9640A2E3BD},1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,"--wake --system --enable-logging --vmodule=*/components/winhttp/*=1,*/components/update_client/*=2,*/chrome/updater/*=2","""C:\Program Files (x86)\Google\GoogleUpdater\124.0.6342.2\updater.exe""",,Author,,,HighestAvailable,NT AUTHORITY\SYSTEM,NT AUTHORITY\SYSTEM,,GoogleUpdater Task System 124.0.6342.2,,,\GoogleSystem\GoogleUpdater\GoogleUpdaterTaskSystem124.0.6342.2{D67AA252-6091-4367-9343-4A9640A2E3BD},,true,true,false,,true,PT72H,true,PT10M,false,false,PT1H,,,,IgnoreNew,7,,,false,false,true,false,,false,,,,,,,,,,true,,,P1D,PT1H,false,1,,,,,,,,,,,,,,,,,,,,,,2024-03-08T05:37:49Z,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-13 06:30:51,Lenovo ITS WM Task,C:\Windows\System32\Tasks\Lenovo\ITS\Lenovo ITS WM Task,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,-WM,C:\Windows\System32\DriverStore\FileRepository\litsdrv.inf_amd64_e9aaf9584b297fd0\LITSSvc.exe,,Author,BUILTIN\Users,,LeastPrivilege,,Lenovo,,,,,\Lenovo\ITS\Lenovo ITS WM Task,,true,true,false,,true,PT0S,false,PT10M,false,true,PT1H,,,,Parallel,7,,,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WMLogOnTriger,,true,,,,,,,,,,WMUnLockTriger,,true,,SessionUnlock,,,,,,,,,,,,,,
2023-03-06 21:40:54,S-1-5-21-2820328783-3903509419-2346214745-1001,C:\Windows\System32\Tasks\Lenovo\Lenovo Service Bridge\S-1-5-21-2820328783-3903509419-2346214745-1001,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,,"""C:\Users\Maint1\AppData\Local\Programs\Lenovo\Lenovo Service Bridge\LSBUpdater.exe""",,Author,,InteractiveToken,LeastPrivilege,EIM_Forensics\Maint1,Lenovo,,This program enables Lenovo's support website to automatically detect your computer's serial number and model.,,,\Lenovo\Lenovo Service Bridge\S-1-5-21-2820328783-3903509419-2346214745-1001,,false,true,false,,true,PT0S,false,,false,false,,,,,IgnoreNew,7,,,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT5M,true,,,PT12H,false,,S-1-5-21-2820328783-3903509419-2346214745-1001,,,,,,,,,,,,,,,,,,,,,,
2023-08-08 13:58:12,S-1-5-21-2820328783-3903509419-2346214745-1003,C:\Windows\System32\Tasks\Lenovo\Lenovo Service Bridge\S-1-5-21-2820328783-3903509419-2346214745-1003,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,,"""C:\Users\Examiner\AppData\Local\Programs\Lenovo\Lenovo Service Bridge\LSBUpdater.exe""",,Author,,InteractiveToken,LeastPrivilege,EIM_Forensics\Examiner,Lenovo,,This program enables Lenovo's support website to automatically detect your computer's serial number and model.,,,\Lenovo\Lenovo Service Bridge\S-1-5-21-2820328783-3903509419-2346214745-1003,,false,true,false,,true,PT0S,false,,false,false,,,,,IgnoreNew,7,,,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT5M,true,,,PT12H,false,,S-1-5-21-2820328783-3903509419-2346214745-1003,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 19:39:06,Background monitor,C:\Windows\System32\Tasks\Lenovo\Power Manager\Background monitor,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,,"""C:\Windows\SysWOW64\Lenovo\PowerMgr\PowerMgr.exe""",,Author,S-1-5-32-545,,LeastPrivilege,,,,Learn your computer power status and battery health information. Configure power settings to get the most out of your battery.,,,\Lenovo\Power Manager\Background monitor,,false,true,false,,true,PT0S,false,PT10M,false,false,PT1H,,,,Parallel,7,,,false,false,false,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 19:39:06,Uninstall task,C:\Windows\System32\Tasks\Lenovo\Power Manager\Uninstall task,1.4,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,-checkremoval,%windir%\SysWOW64\PowerMgrInst.exe,,Author,NT AUTHORITY\SYSTEM,,HighestAvailable,,Lenovo,,Check if Power Manager is being uninstalled and then complete the uninstall tasks.,,,\Lenovo\Power Manager\Uninstall task,,true,true,false,false,true,PT20M,false,,false,true,,,,,IgnoreNew,7,,,false,false,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,"<QueryList><Query Id=""0"" Path=""Microsoft-Windows-Kernel-PnP/Configuration""><Select Path=""Microsoft-Windows-Kernel-PnP/Configuration"">*[System[Provider[@Name='Microsoft-Windows-Kernel-PnP'] and EventID=420]]</Select></Query></QueryList>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-17 08:50:09,Daily analysis,C:\Windows\System32\Tasks\Lenovo\SmartStandby\Daily analysis,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,dailyAnalysis,C:\Windows\System32\DriverStore\FileRepository\smartstandbycomponent.inf_amd64_1a7a38fb4d407c19\AutonomicMgr.exe,,Author,SYSTEM,,HighestAvailable,,Lenovo,2023-03-17T08:50:09.239+00:00,Perform daily analysis for the PC usage.,,,\Lenovo\SmartStandby\Daily analysis,,true,true,false,,true,PT72H,false,PT10M,false,true,PT1H,,,,IgnoreNew,7,3,PT1H,false,false,true,true,,false,,,,,,,,,,true,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2019-01-01T10:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-17 08:50:09,Uninstall Monitor,C:\Windows\System32\Tasks\Lenovo\SmartStandby\Uninstall Monitor,1.4,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,-checkremoval,%windir%\system32\SmartStandbyInst.exe,,Author,NT AUTHORITY\SYSTEM,,HighestAvailable,,Lenovo,,Check if Smart Standby is being uninstalled and then complete the uninstall tasks.,,,\Lenovo\SmartStandby\Uninstall Monitor,,true,true,false,false,true,PT20M,false,,false,true,,,,,IgnoreNew,7,,,false,false,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,"<QueryList><Query Id=""0"" Path=""Microsoft-Windows-Kernel-PnP/Configuration""><Select Path=""Microsoft-Windows-Kernel-PnP/Configuration"">*[System[Provider[@Name='Microsoft-Windows-Kernel-PnP'] and EventID=420]]</Select></Query></QueryList>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20 02:50:28,Office Automatic Updates 2.0,C:\Windows\System32\Tasks\Microsoft\Office\Office Automatic Updates 2.0,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,/frequentupdate SCHEDULEDTASK displaylevel=False,C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe,,Author,,InteractiveToken,HighestAvailable,S-1-5-18,Microsoft Office,2017-08-05T12:13:18.0043321,This task ensures that your Microsoft Office installation can check for updates.,,,\Microsoft\Office\Office Automatic Updates 2.0,,true,true,false,,true,PT1H,false,,false,false,,,,,IgnoreNew,7,3,PT30M,false,false,true,false,,false,,,,,,,,,,true,,PT12H,,,,,,,,,,,,,,,,,,,,,,,,,1,2010-12-16T03:00:00,,,,,,,,,,,,true,PT1H,,,PT5M,true,,PT1H,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20 02:50:28,Office ClickToRun Service Monitor,C:\Windows\System32\Tasks\Microsoft\Office\Office ClickToRun Service Monitor,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,/WatchService,C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe,,Author,,InteractiveToken,HighestAvailable,S-1-5-18,Microsoft Office,2005-10-11T13:21:17-08:00,This task monitors the state of your Microsoft Office ClickToRunSvc and sends crash and error logs to Microsoft.,,,\Microsoft\Office\Office ClickToRun Service Monitor,,true,true,false,,true,PT30M,false,,false,false,,,,,IgnoreNew,7,,,false,false,true,false,,false,,,,,,,,,,true,,PT6H,P1D,P1D,true,1,,,,,,,,,,,,,,,,,,,,,,2010-12-16T04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20 02:50:29,Office Feature Updates,C:\Windows\System32\Tasks\Microsoft\Office\Office Feature Updates,1.3,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,,C:\Program Files\Microsoft Office\root\Office16\sdxhelper.exe,,Author,S-1-5-32-545,,LeastPrivilege,,Microsoft Office,2017-01-01T00:00:00,This task ensures that your Microsoft Office installation can check for feature updates.,,,\Microsoft\Office\Office Feature Updates,16.0.0,true,true,true,false,true,PT1H,false,,false,false,,,,,IgnoreNew,7,,,false,true,false,true,true,false,,,,,,,,"[{'ns0:StartBoundary': '2017-01-01T02:10:00', 'ns0:ExecutionTimeLimit': 'PT1H', 'ns0:Enabled': 'true', 'ns0:RandomDelay': 'PT4H', 'ns0:ScheduleByDay': {'ns0:DaysInterval': '1'}}, {'ns0:StartBoundary': '2017-01-01T06:10:00', 'ns0:ExecutionTimeLimit': 'PT1H', 'ns0:Enabled': 'true', 'ns0:RandomDelay': 'PT4H', 'ns0:ScheduleByDay': {'ns0:DaysInterval': '1'}}, {'ns0:StartBoundary': '2017-01-01T10:10:00', 'ns0:ExecutionTimeLimit': 'PT1H', 'ns0:Enabled': 'true', 'ns0:RandomDelay': 'PT4H', 'ns0:ScheduleByDay': {'ns0:DaysInterval': '1'}}, {'ns0:StartBoundary': '2017-01-01T14:10:00', 'ns0:ExecutionTimeLimit': 'PT1H', 'ns0:Enabled': 'true', 'ns0:RandomDelay': 'PT4H', 'ns0:ScheduleByDay': {'ns0:DaysInterval': '1'}}, {'ns0:StartBoundary': '2017-01-01T18:10:00', 'ns0:ExecutionTimeLimit': 'PT1H', 'ns0:Enabled': 'true', 'ns0:RandomDelay': 'PT4H', 'ns0:ScheduleByDay': {'ns0:DaysInterval': '1'}}, {'ns0:StartBoundary': '2017-01-01T22:10:00', 'ns0:ExecutionTimeLimit': 'PT1H', 'ns0:Enabled': 'true', 'ns0:RandomDelay': 'PT4H', 'ns0:ScheduleByDay': {'ns0:DaysInterval': '1'}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20 02:50:29,Office Feature Updates Logon,C:\Windows\System32\Tasks\Microsoft\Office\Office Feature Updates Logon,1.3,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,/onlogon,C:\Program Files\Microsoft Office\root\Office16\sdxhelper.exe,,Author,S-1-5-32-545,,LeastPrivilege,,Microsoft Office,2017-01-01T00:00:00,This task ensures that your Microsoft Office installation can check for feature updates.,,,\Microsoft\Office\Office Feature Updates Logon,16.0.0,true,true,true,false,true,PT30M,false,,false,false,,,,,IgnoreNew,7,,,false,true,false,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT15M,true,,PT30M,,,,,,,,,PT15M,true,PT30M,SessionUnlock,,,,,,,,,,,,,,
2024-02-20 02:50:29,Office Performance Monitor,C:\Windows\System32\Tasks\Microsoft\Office\Office Performance Monitor,1.2,http://schemas.microsoft.com/windows/2004/02/mit/task,Author,,,,,,C:\Program Files\Microsoft Office\root\VFS\ProgramFilesCommonX64\Microsoft Shared\Office16\operfmon.exe,,Author,NT AUTHORITY\SYSTEM,,HighestAvailable,,,,This task ensures that your Microsoft Office installation can be monitored for performance issues.,,,\Microsoft\Office\Office Performance Monitor,,true,true,false,,true,PT0S,,,false,false,,,,,IgnoreNew,7,,,false,false,true,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,"<QueryList><Query Id=""0"" Path=""Application""><Select Path=""Application"">*[System[Provider[@Name='Microsoft Office 16'] and EventID=2050]]</Select></Query></QueryList>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
